month,ii,jj,count_positions,n_individuals,lat,lon
2014-08,43,41,3,2,28.875,-87.625
2014-08,43,43,2,1,28.875,-87.125
2014-08,43,44,5,2,28.875,-86.875
2014-08,43,45,9,2,28.875,-86.625
2014-08,43,46,5,1,28.875,-86.375
2014-08,44,36,1,1,29.125,-88.875
2014-08,44,38,1,1,29.125,-88.375
2014-08,44,40,2,1,29.125,-87.875
2014-08,44,43,1,1,29.125,-87.125
2014-08,44,44,1,1,29.125,-86.875
2014-08,44,45,1,1,29.125,-86.625
2014-08,45,41,1,1,29.375,-87.625
2014-08,45,42,2,1,29.375,-87.375
2014-08,45,44,2,1,29.375,-86.875
2014-08,46,42,1,1,29.625,-87.375
2014-08,47,45,1,1,29.875,-86.625
2014-09,24,27,1,1,24.125,-91.125
2014-09,25,24,1,1,24.375,-91.875
2014-09,25,30,1,1,24.375,-90.375
2014-09,25,32,1,1,24.375,-89.875
2014-09,25,35,1,1,24.375,-89.125
2014-09,26,38,1,1,24.625,-88.375
2014-09,26,39,1,1,24.625,-88.125
2014-09,26,40,1,1,24.625,-87.875
2014-09,26,41,4,1,24.625,-87.625
2014-09,26,43,1,1,24.625,-87.125
2014-09,27,39,1,1,24.875,-88.125
2014-09,27,40,3,1,24.875,-87.875
2014-09,28,44,1,1,25.125,-86.875
2014-09,29,46,1,1,25.375,-86.375
2014-09,29,48,1,1,25.375,-85.875
2014-09,30,39,1,1,25.625,-88.125
2014-09,30,40,1,1,25.625,-87.875
2014-09,30,46,1,1,25.625,-86.375
2014-09,30,47,2,1,25.625,-86.125
2014-09,31,38,1,1,25.875,-88.375
2014-09,31,39,1,1,25.875,-88.125
2014-09,31,40,1,1,25.875,-87.875
2014-09,31,42,1,1,25.875,-87.375
2014-09,31,44,1,1,25.875,-86.875
2014-09,31,47,2,1,25.875,-86.125
2014-09,31,48,1,1,25.875,-85.875
2014-09,31,50,1,1,25.875,-85.375
2014-09,32,30,3,1,26.125,-90.375
2014-09,32,31,3,1,26.125,-90.125
2014-09,32,40,1,1,26.125,-87.875
2014-09,32,45,1,1,26.125,-86.625
2014-09,32,47,3,2,26.125,-86.125
2014-09,32,49,2,1,26.125,-85.625
2014-09,32,50,2,1,26.125,-85.375
2014-09,33,30,1,1,26.375,-90.375
2014-09,33,31,2,1,26.375,-90.125
2014-09,33,40,1,1,26.375,-87.875
2014-09,33,47,2,1,26.375,-86.125
2014-09,33,48,2,2,26.375,-85.875
2014-09,34,21,1,1,26.625,-92.625
2014-09,34,47,1,1,26.625,-86.125
2014-09,34,48,1,1,26.625,-85.875
2014-09,34,49,1,1,26.625,-85.625
2014-09,35,18,1,1,26.875,-93.375
2014-09,35,19,2,1,26.875,-93.125
2014-09,35,20,2,1,26.875,-92.875
2014-09,35,21,1,1,26.875,-92.625
2014-09,35,22,1,1,26.875,-92.375
2014-09,35,29,3,1,26.875,-90.625
2014-09,35,49,1,1,26.875,-85.625
2014-09,36,6,1,1,27.125,-96.375
2014-09,36,7,1,1,27.125,-96.125
2014-09,36,8,1,1,27.125,-95.875
2014-09,36,9,1,1,27.125,-95.625
2014-09,36,11,1,1,27.125,-95.125
2014-09,36,12,1,1,27.125,-94.875
2014-09,36,19,1,1,27.125,-93.125
2014-09,36,26,3,1,27.125,-91.375
2014-09,36,27,1,1,27.125,-91.125
2014-09,36,28,3,1,27.125,-90.875
2014-09,36,43,1,1,27.125,-87.125
2014-09,36,44,1,1,27.125,-86.875
2014-09,36,46,1,1,27.125,-86.375
2014-09,36,47,1,1,27.125,-86.125
2014-09,36,49,1,1,27.125,-85.625
2014-09,36,53,1,1,27.125,-84.625
2014-09,37,6,1,1,27.375,-96.375
2014-09,37,12,1,1,27.375,-94.875
2014-09,37,15,1,1,27.375,-94.125
2014-09,37,18,1,1,27.375,-93.375
2014-09,37,20,1,1,27.375,-92.875
2014-09,37,21,1,1,27.375,-92.625
2014-09,37,22,1,1,27.375,-92.375
2014-09,37,23,1,1,27.375,-92.125
2014-09,37,24,2,1,27.375,-91.875
2014-09,37,25,5,2,27.375,-91.625
2014-09,37,26,1,1,27.375,-91.375
2014-09,37,27,1,1,27.375,-91.125
2014-09,37,47,1,1,27.375,-86.125
2014-09,37,48,10,2,27.375,-85.875
2014-09,37,49,1,1,27.375,-85.625
2014-09,37,54,1,1,27.375,-84.375
2014-09,38,14,1,1,27.625,-94.375
2014-09,38,22,1,1,27.625,-92.375
2014-09,38,23,2,1,27.625,-92.125
2014-09,38,24,1,1,27.625,-91.875
2014-09,38,25,1,1,27.625,-91.625
2014-09,38,43,1,1,27.625,-87.125
2014-09,38,44,1,1,27.625,-86.875
2014-09,38,48,8,2,27.625,-85.875
2014-09,38,49,5,1,27.625,-85.625
2014-09,38,50,2,1,27.625,-85.375
2014-09,38,51,1,1,27.625,-85.125
2014-09,38,54,1,1,27.625,-84.375
2014-09,39,24,2,1,27.875,-91.875
2014-09,39,25,1,1,27.875,-91.625
2014-09,39,46,3,3,27.875,-86.375
2014-09,39,47,1,1,27.875,-86.125
2014-09,39,48,3,2,27.875,-85.875
2014-09,39,50,1,1,27.875,-85.375
2014-09,39,51,2,1,27.875,-85.125
2014-09,39,53,1,1,27.875,-84.625
2014-09,40,44,1,1,28.125,-86.875
2014-09,40,45,1,1,28.125,-86.625
2014-09,40,46,7,3,28.125,-86.375
2014-09,40,47,6,1,28.125,-86.125
2014-09,40,50,3,2,28.125,-85.375
2014-09,40,51,1,1,28.125,-85.125
2014-09,41,43,1,1,28.375,-87.125
2014-09,41,45,3,2,28.375,-86.625
2014-09,41,46,8,3,28.375,-86.375
2014-09,41,47,9,3,28.375,-86.125
2014-09,41,48,3,2,28.375,-85.875
2014-09,41,49,4,2,28.375,-85.625
2014-09,42,42,1,1,28.625,-87.375
2014-09,42,45,1,1,28.625,-86.625
2014-09,42,46,2,2,28.625,-86.375
2014-09,42,48,2,1,28.625,-85.875
2014-09,43,36,2,1,28.875,-88.875
2014-09,43,39,1,1,28.875,-88.125
2014-09,43,42,1,1,28.875,-87.375
2014-09,43,46,5,1,28.875,-86.375
2014-09,43,47,3,1,28.875,-86.125
2014-09,44,45,1,1,29.125,-86.625
2014-10,14,47,1,1,21.625,-86.125
2014-10,16,45,1,1,22.125,-86.625
2014-10,16,50,1,1,22.125,-85.375
2014-10,16,52,1,1,22.125,-84.875
2014-10,17,45,1,1,22.375,-86.625
2014-10,18,44,1,1,22.625,-86.875
2014-10,19,44,1,1,22.875,-86.875
2014-10,20,45,1,1,23.125,-86.625
2014-10,21,5,1,1,23.375,-96.625
2014-10,22,4,1,1,23.625,-96.875
2014-10,22,9,2,1,23.625,-95.625
2014-10,22,12,1,1,23.625,-94.875
2014-10,22,44,1,1,23.625,-86.875
2014-10,23,6,1,1,23.875,-96.375
2014-10,23,7,1,1,23.875,-96.125
2014-10,23,8,1,1,23.875,-95.875
2014-10,23,14,2,1,23.875,-94.375
2014-10,23,16,1,1,23.875,-93.875
2014-10,23,19,1,1,23.875,-93.125
2014-10,24,11,1,1,24.125,-95.125
2014-10,24,21,1,1,24.125,-92.625
2014-10,24,43,1,1,24.125,-87.125
2014-10,25,13,1,1,24.375,-94.625
2014-10,25,22,3,1,24.375,-92.375
2014-10,26,15,2,1,24.625,-94.125
2014-10,26,21,3,1,24.625,-92.625
2014-10,26,22,2,1,24.625,-92.375
2014-10,27,13,2,2,24.875,-94.625
2014-10,27,14,4,2,24.875,-94.375
2014-10,27,15,1,1,24.875,-94.125
2014-10,27,17,1,1,24.875,-93.625
2014-10,27,18,1,1,24.875,-93.375
2014-10,27,19,1,1,24.875,-93.125
2014-10,27,20,1,1,24.875,-92.875
2014-10,27,21,1,1,24.875,-92.625
2014-10,27,45,1,1,24.875,-86.625
2014-10,28,11,2,1,25.125,-95.125
2014-10,28,12,3,1,25.125,-94.875
2014-10,28,17,1,1,25.125,-93.625
2014-10,29,12,2,1,25.375,-94.875
2014-10,29,46,1,1,25.375,-86.375
2014-10,30,12,1,1,25.625,-94.875
2014-10,30,46,1,1,25.625,-86.375
2014-10,30,47,3,1,25.625,-86.125
2014-10,30,48,1,1,25.625,-85.875
2014-10,31,10,1,1,25.875,-95.375
2014-10,31,11,2,1,25.875,-95.125
2014-10,31,12,1,1,25.875,-94.875
2014-10,32,45,1,1,26.125,-86.625
2014-10,33,12,1,1,26.375,-94.875
2014-10,33,45,1,1,26.375,-86.625
2014-10,33,47,1,1,26.375,-86.125
2014-10,34,13,1,1,26.625,-94.625
2014-10,34,41,1,1,26.625,-87.625
2014-10,34,45,2,1,26.625,-86.625
2014-10,34,46,1,1,26.625,-86.375
2014-10,34,47,1,1,26.625,-86.125
2014-10,34,48,2,2,26.625,-85.875
2014-10,34,49,4,2,26.625,-85.625
2014-10,35,12,1,1,26.875,-94.875
2014-10,35,41,1,1,26.875,-87.625
2014-10,35,43,2,2,26.875,-87.125
2014-10,35,45,2,2,26.875,-86.625
2014-10,35,46,1,1,26.875,-86.375
2014-10,35,47,1,1,26.875,-86.125
2014-10,35,48,1,1,26.875,-85.875
2014-10,35,49,3,2,26.875,-85.625
2014-10,36,6,1,1,27.125,-96.375
2014-10,36,7,1,1,27.125,-96.125
2014-10,36,11,1,1,27.125,-95.125
2014-10,36,18,1,1,27.125,-93.375
2014-10,36,38,1,1,27.125,-88.375
2014-10,36,39,1,1,27.125,-88.125
2014-10,36,40,4,1,27.125,-87.875
2014-10,36,45,2,1,27.125,-86.625
2014-10,36,46,1,1,27.125,-86.375
2014-10,36,47,4,1,27.125,-86.125
2014-10,36,48,6,2,27.125,-85.875
2014-10,36,49,1,1,27.125,-85.625
2014-10,36,50,2,1,27.125,-85.375
2014-10,37,6,1,1,27.375,-96.375
2014-10,37,7,2,2,27.375,-96.125
2014-10,37,8,1,1,27.375,-95.875
2014-10,37,10,3,1,27.375,-95.375
2014-10,37,18,3,1,27.375,-93.375
2014-10,37,20,1,1,27.375,-92.875
2014-10,37,27,1,1,27.375,-91.125
2014-10,37,28,1,1,27.375,-90.875
2014-10,37,45,1,1,27.375,-86.625
2014-10,37,46,3,1,27.375,-86.375
2014-10,37,47,1,1,27.375,-86.125
2014-10,37,48,3,1,27.375,-85.875
2014-10,37,49,3,1,27.375,-85.625
2014-10,38,8,1,1,27.625,-95.875
2014-10,38,9,1,1,27.625,-95.625
2014-10,38,11,1,1,27.625,-95.125
2014-10,38,12,1,1,27.625,-94.875
2014-10,38,14,1,1,27.625,-94.375
2014-10,38,17,1,1,27.625,-93.625
2014-10,38,22,1,1,27.625,-92.375
2014-10,38,29,1,1,27.625,-90.625
2014-10,38,30,2,1,27.625,-90.375
2014-10,38,31,1,1,27.625,-90.125
2014-10,38,32,1,1,27.625,-89.875
2014-10,38,44,2,1,27.625,-86.875
2014-10,38,48,1,1,27.625,-85.875
2014-10,38,49,1,1,27.625,-85.625
2014-10,39,23,1,1,27.875,-92.125
2014-10,39,33,1,1,27.875,-89.625
2014-10,39,42,1,1,27.875,-87.375
2014-10,39,44,1,1,27.875,-86.875
2014-10,39,46,1,1,27.875,-86.375
2014-10,40,26,1,1,28.125,-91.375
2014-10,40,28,1,1,28.125,-90.875
2014-10,40,36,1,1,28.125,-88.875
2014-10,40,41,1,1,28.125,-87.625
2014-10,40,49,1,1,28.125,-85.625
2014-10,41,31,1,1,28.375,-90.125
2014-10,41,33,1,1,28.375,-89.625
2014-10,41,34,2,2,28.375,-89.375
2014-10,41,35,1,1,28.375,-89.125
2014-10,41,36,2,1,28.375,-88.875
2014-10,41,37,1,1,28.375,-88.625
2014-10,41,38,4,1,28.375,-88.375
2014-10,41,39,1,1,28.375,-88.125
2014-10,41,40,1,1,28.375,-87.875
2014-10,41,49,2,1,28.375,-85.625
2014-10,42,35,1,1,28.625,-89.125
2014-10,42,36,1,1,28.625,-88.875
2014-10,42,37,1,1,28.625,-88.625
2014-10,42,40,1,1,28.625,-87.875
2014-10,42,43,1,1,28.625,-87.125
2014-10,42,46,1,1,28.625,-86.375
2014-10,42,49,1,1,28.625,-85.625
2014-10,43,36,4,1,28.875,-88.875
2014-10,43,37,1,1,28.875,-88.625
2014-10,43,38,4,1,28.875,-88.375
2014-11,19,6,1,1,22.875,-96.375
2014-11,20,3,5,1,23.125,-97.125
2014-11,20,4,2,1,23.125,-96.875
2014-11,20,6,3,1,23.125,-96.375
2014-11,21,3,4,1,23.375,-97.125
2014-11,21,4,1,1,23.375,-96.875
2014-11,21,5,1,1,23.375,-96.625
2014-11,22,4,7,2,23.625,-96.875
2014-11,22,5,3,2,23.625,-96.625
2014-11,22,6,1,1,23.625,-96.375
2014-11,22,8,3,1,23.625,-95.875
2014-11,22,9,1,1,23.625,-95.625
2014-11,23,5,3,1,23.875,-96.625
2014-11,23,6,2,2,23.875,-96.375
2014-11,24,4,1,1,24.125,-96.875
2014-11,24,5,1,1,24.125,-96.625
2014-11,24,6,1,1,24.125,-96.375
2014-11,25,2,1,1,24.375,-97.375
2014-11,26,3,1,1,24.625,-97.125
2014-11,26,5,1,1,24.625,-96.625
2014-11,26,6,1,1,24.625,-96.375
2014-11,26,22,1,1,24.625,-92.375
2014-11,27,7,1,1,24.875,-96.125
2014-11,27,8,1,1,24.875,-95.875
2014-11,27,20,1,1,24.875,-92.875
2014-11,27,23,2,1,24.875,-92.125
2014-11,28,19,1,1,25.125,-93.125
2014-11,28,20,2,1,25.125,-92.875
2014-11,28,21,2,1,25.125,-92.625
2014-11,28,25,1,1,25.125,-91.625
2014-11,29,7,2,1,25.375,-96.125
2014-11,29,17,1,1,25.375,-93.625
2014-11,30,7,1,1,25.625,-96.125
2014-11,30,8,1,1,25.625,-95.875
2014-11,30,10,1,1,25.625,-95.375
2014-11,30,12,1,1,25.625,-94.875
2014-11,30,15,1,1,25.625,-94.125
2014-11,30,27,1,1,25.625,-91.125
2014-11,31,27,1,1,25.875,-91.125
2014-11,31,28,3,1,25.875,-90.875
2014-11,32,26,1,1,26.125,-91.375
2014-11,32,28,1,1,26.125,-90.875
2014-11,33,25,1,1,26.375,-91.625
2014-11,34,24,1,1,26.625,-91.875
2014-11,34,43,1,1,26.625,-87.125
2014-11,34,47,1,1,26.625,-86.125
2014-11,35,23,2,1,26.875,-92.125
2014-11,35,34,1,1,26.875,-89.375
2014-11,35,35,1,1,26.875,-89.125
2014-11,35,39,3,1,26.875,-88.125
2014-11,35,40,1,1,26.875,-87.875
2014-11,35,41,1,1,26.875,-87.625
2014-11,35,42,2,1,26.875,-87.375
2014-11,35,44,1,1,26.875,-86.875
2014-11,35,46,2,1,26.875,-86.375
2014-11,35,47,1,1,26.875,-86.125
2014-11,36,6,3,1,27.125,-96.375
2014-11,36,7,1,1,27.125,-96.125
2014-11,36,22,2,1,27.125,-92.375
2014-11,36,23,4,1,27.125,-92.125
2014-11,36,24,2,1,27.125,-91.875
2014-11,36,26,1,1,27.125,-91.375
2014-11,36,34,1,1,27.125,-89.375
2014-11,36,36,1,1,27.125,-88.875
2014-11,36,40,1,1,27.125,-87.875
2014-11,36,41,1,1,27.125,-87.625
2014-11,36,42,1,1,27.125,-87.375
2014-11,36,44,2,1,27.125,-86.875
2014-11,36,46,1,1,27.125,-86.375
2014-11,37,6,2,1,27.375,-96.375
2014-11,37,7,3,1,27.375,-96.125
2014-11,37,8,2,1,27.375,-95.875
2014-11,37,9,1,1,27.375,-95.625
2014-11,37,12,1,1,27.375,-94.875
2014-11,37,14,1,1,27.375,-94.375
2014-11,37,15,1,1,27.375,-94.125
2014-11,37,27,1,1,27.375,-91.125
2014-11,37,29,1,1,27.375,-90.625
2014-11,37,33,1,1,27.375,-89.625
2014-11,37,40,1,1,27.375,-87.875
2014-11,37,41,2,1,27.375,-87.625
2014-11,37,42,1,1,27.375,-87.375
2014-11,37,43,1,1,27.375,-87.125
2014-11,37,44,6,1,27.375,-86.875
2014-11,38,9,3,1,27.625,-95.625
2014-11,38,10,2,1,27.625,-95.375
2014-11,38,11,1,1,27.625,-95.125
2014-11,38,12,1,1,27.625,-94.875
2014-11,38,13,3,1,27.625,-94.625
2014-11,38,18,1,1,27.625,-93.375
2014-11,38,19,1,1,27.625,-93.125
2014-11,38,21,1,1,27.625,-92.625
2014-11,38,23,1,1,27.625,-92.125
2014-11,38,30,1,1,27.625,-90.375
2014-11,38,34,1,1,27.625,-89.375
2014-11,38,39,1,1,27.625,-88.125
2014-11,39,21,1,1,27.875,-92.625
2014-11,39,32,1,1,27.875,-89.875
2014-11,39,33,1,1,27.875,-89.625
2014-11,39,36,1,1,27.875,-88.875
2014-11,39,38,1,1,27.875,-88.375
2014-11,39,42,1,1,27.875,-87.375
2014-11,39,43,1,1,27.875,-87.125
2014-11,40,34,1,1,28.125,-89.375
2014-11,40,36,2,1,28.125,-88.875
2014-11,40,38,1,1,28.125,-88.375
2014-11,40,41,1,1,28.125,-87.625
2014-11,40,42,3,1,28.125,-87.375
2014-11,40,43,2,1,28.125,-87.125
2014-11,41,37,1,1,28.375,-88.625
2014-11,41,40,2,1,28.375,-87.875
2014-11,41,41,1,1,28.375,-87.625
2014-11,41,42,2,1,28.375,-87.375
2014-11,42,38,1,1,28.625,-88.375
2014-11,42,39,2,1,28.625,-88.125
2014-11,42,40,1,1,28.625,-87.875
2014-12,14,15,1,1,21.625,-94.125
2014-12,14,16,1,1,21.625,-93.875
2014-12,14,17,2,1,21.625,-93.625
2014-12,15,14,1,1,21.875,-94.375
2014-12,15,17,1,1,21.875,-93.625
2014-12,15,18,3,1,21.875,-93.375
2014-12,17,13,1,1,22.375,-94.625
2014-12,17,15,2,1,22.375,-94.125
2014-12,18,10,1,1,22.625,-95.375
2014-12,18,11,1,1,22.625,-95.125
2014-12,18,12,1,1,22.625,-94.875
2014-12,18,13,2,1,22.625,-94.625
2014-12,18,14,3,1,22.625,-94.375
2014-12,18,15,3,1,22.625,-94.125
2014-12,19,5,1,1,22.875,-96.625
2014-12,19,6,1,1,22.875,-96.375
2014-12,19,7,1,1,22.875,-96.125
2014-12,19,9,1,1,22.875,-95.625
2014-12,19,15,4,1,22.875,-94.125
2014-12,26,6,1,1,24.625,-96.375
2014-12,26,18,1,1,24.625,-93.375
2014-12,27,6,4,1,24.875,-96.375
2014-12,27,7,1,1,24.875,-96.125
2014-12,27,14,1,1,24.875,-94.375
2014-12,27,15,1,1,24.875,-94.125
2014-12,27,17,1,1,24.875,-93.625
2014-12,27,19,1,1,24.875,-93.125
2014-12,27,20,1,1,24.875,-92.875
2014-12,27,21,1,1,24.875,-92.625
2014-12,28,6,3,1,25.125,-96.375
2014-12,28,7,5,1,25.125,-96.125
2014-12,28,8,1,1,25.125,-95.875
2014-12,28,13,1,1,25.125,-94.625
2014-12,28,18,1,1,25.125,-93.375
2014-12,28,19,1,1,25.125,-93.125
2014-12,28,20,1,1,25.125,-92.875
2014-12,28,21,1,1,25.125,-92.625
2014-12,29,8,1,1,25.375,-95.875
2014-12,29,9,1,1,25.375,-95.625
2014-12,29,11,2,1,25.375,-95.125
2014-12,29,12,3,1,25.375,-94.875
2014-12,29,13,2,1,25.375,-94.625
2014-12,29,17,1,1,25.375,-93.625
2014-12,30,11,1,1,25.625,-95.125
2014-12,30,14,1,1,25.625,-94.375
2014-12,30,15,2,1,25.625,-94.125
2014-12,30,16,2,1,25.625,-93.875
2014-12,30,38,3,1,25.625,-88.375
2014-12,30,39,1,1,25.625,-88.125
2014-12,31,15,2,1,25.875,-94.125
2014-12,31,16,1,1,25.875,-93.875
2014-12,31,18,1,1,25.875,-93.375
2014-12,31,39,5,1,25.875,-88.125
2014-12,31,52,1,1,25.875,-84.875
2014-12,32,18,1,1,26.125,-93.375
2014-12,32,38,2,1,26.125,-88.375
2014-12,32,40,2,1,26.125,-87.875
2014-12,32,42,1,1,26.125,-87.375
2014-12,32,43,1,1,26.125,-87.125
2014-12,32,52,2,1,26.125,-84.875
2014-12,32,53,1,1,26.125,-84.625
2014-12,33,20,1,1,26.375,-92.875
2014-12,33,39,2,1,26.375,-88.125
2014-12,33,40,1,1,26.375,-87.875
2014-12,33,43,3,1,26.375,-87.125
2014-12,33,44,2,1,26.375,-86.875
2014-12,33,50,1,1,26.375,-85.375
2014-12,33,52,2,1,26.375,-84.875
2014-12,33,53,2,1,26.375,-84.625
2014-12,34,22,1,1,26.625,-92.375
2014-12,34,24,1,1,26.625,-91.875
2014-12,34,27,1,1,26.625,-91.125
2014-12,34,35,1,1,26.625,-89.125
2014-12,34,39,1,1,26.625,-88.125
2014-12,34,41,2,1,26.625,-87.625
2014-12,34,42,1,1,26.625,-87.375
2014-12,34,43,3,1,26.625,-87.125
2014-12,34,44,1,1,26.625,-86.875
2014-12,34,48,1,1,26.625,-85.875
2014-12,34,52,1,1,26.625,-84.875
2014-12,34,53,2,1,26.625,-84.625
2014-12,35,29,1,1,26.875,-90.625
2014-12,35,30,1,1,26.875,-90.375
2014-12,35,32,1,1,26.875,-89.875
2014-12,35,34,2,2,26.875,-89.375
2014-12,35,35,1,1,26.875,-89.125
2014-12,35,46,1,1,26.875,-86.375
2014-12,36,32,1,1,27.125,-89.875
2014-12,36,33,2,1,27.125,-89.625
2014-12,36,34,5,2,27.125,-89.375
2014-12,36,35,3,1,27.125,-89.125
2014-12,36,46,1,1,27.125,-86.375
2014-12,37,25,4,1,27.375,-91.625
